207.46.13.246 - - [26/Sep/2018:13:08:30 -0500] "GET /gpu/2014/08/01/making-a-gpu-cluster-part-3.html HTTP/1.1" 200 3574 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
180.76.15.28 - - [26/Sep/2018:13:09:52 -0500] "GET /2013/11/anybody-want-some-cobbler-served-with-vmware/ HTTP/1.1" 301 194 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36"
180.76.15.17 - - [26/Sep/2018:13:09:53 -0500] "GET /2013/11/anybody-want-some-cobbler-served-with-vmware/ HTTP/1.1" 404 209 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36"
18.217.199.232 - - [26/Sep/2018:13:16:35 -0500] "GET /phpMyAdmin/scripts/setup.php HTTP/1.1" 301 194 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0) Gecko/20100101 Firefox/57.0"
190.94.148.164 - - [26/Sep/2018:13:19:45 -0500] "GET / HTTP/1.1" 301 194 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36"
201.137.254.117 - - [26/Sep/2018:13:34:28 -0500] "GET / HTTP/1.1" 301 194 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36"
180.76.15.11 - - [26/Sep/2018:13:43:11 -0500] "GET /assets/2017/11/TheExtensionandImplementationOfTheAutonomousMovementFramework-v2.pdf HTTP/1.1" 301 194 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
180.76.15.146 - - [26/Sep/2018:13:43:13 -0500] "GET /assets/2017/11/TheExtensionandImplementationOfTheAutonomousMovementFramework-v2.pdf HTTP/1.1" 200 383530 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
46.229.168.144 - - [26/Sep/2018:13:48:01 -0500] "GET /robots.txt HTTP/1.1" 404 152 "-" "Mozilla/5.0 (compatible; SemrushBot/2~bl; +http://www.semrush.com/bot.html)"
46.229.168.137 - - [26/Sep/2018:13:48:02 -0500] "GET /tools/projects/cloud/2013/08/29/error-cant-load-javah-holy-ubuntu-error-batman.html HTTP/1.1" 200 3617 "-" "Mozilla/5.0 (compatible; SemrushBot/2~bl; +http://www.semrush.com/bot.html)"
157.55.39.220 - - [26/Sep/2018:13:57:46 -0500] "GET /amf/2017/10/16/SIGITE-ACM-paper-presentation.html HTTP/1.1" 200 3310 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
187.95.16.99 - - [26/Sep/2018:14:05:47 -0500] "GET / HTTP/1.1" 301 194 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7"
157.55.39.60 - - [26/Sep/2018:14:06:13 -0500] "GET /jekyll/update/2017/07/16/why-you-need-a-big-data-cluster.html HTTP/1.1" 200 6926 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
46.229.168.146 - - [26/Sep/2018:14:12:42 -0500] "GET /projects/presentation/uav/drones/2015/03/18/presentation-of-autonomous-quadcopter-movement-at-depaul-25th-annual-law-review.html HTTP/1.1" 200 2855 "-" "Mozilla/5.0 (compatible; SemrushBot/2~bl; +http://www.semrush.com/bot.html)"
46.229.168.137 - - [26/Sep/2018:14:13:34 -0500] "GET /cobbler/2018/03/14/install-and-use-cobbler.html HTTP/1.1" 200 3520 "-" "Mozilla/5.0 (compatible; SemrushBot/2~bl; +http://www.semrush.com/bot.html)"
180.76.15.5 - - [26/Sep/2018:14:16:31 -0500] "GET /2013/09/eucalyptus-sudo-euca_conf-initialize-error-fixed-you-can-put-it-on-the-boaaaaarrrrdddd-yes-part-1-of-2/ HTTP/1.1" 301 194 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36"
180.76.15.14 - - [26/Sep/2018:14:16:32 -0500] "GET /2013/09/eucalyptus-sudo-euca_conf-initialize-error-fixed-you-can-put-it-on-the-boaaaaarrrrdddd-yes-part-1-of-2/ HTTP/1.1" 404 209 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36"
152.250.25.8 - - [26/Sep/2018:14:22:53 -0500] "GET / HTTP/1.1" 301 194 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7"
185.234.217.54 - - [26/Sep/2018:14:28:31 -0500] "GET /user/register?element_parents=account/mail/%23value&ajax_form=1&_wrapper_format=drupal_aja HTTP/1.1" 301 194 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
185.234.217.54 - - [26/Sep/2018:14:28:32 -0500] "GET /user/register?element_parents=account/mail/%23value&ajax_form=1&_wrapper_format=drupal_aja HTTP/1.1" 404 580 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
185.234.217.54 - - [26/Sep/2018:14:28:32 -0500] "GET /user/register?element_parents=account/mail/%23value&ajax_form=1&_wrapper_format=drupal_aja HTTP/1.1" 404 580 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
185.234.217.54 - - [26/Sep/2018:14:28:32 -0500] "GET /user/register?element_parents=account/mail/%23value&ajax_form=1&_wrapper_format=drupal_aja HTTP/1.1" 301 194 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
185.234.217.54 - - [26/Sep/2018:14:28:33 -0500] "GET /user/register?element_parents=account/mail/%23value&ajax_form=1&_wrapper_format=drupal_aja HTTP/1.1" 404 580 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
41.248.113.212 - - [26/Sep/2018:14:29:48 -0500] "GET /gpu/2014/06/20/making-a-gpu-cluster-part-1.html HTTP/1.1" 200 11544 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.63 Safari/537.31"
144.178.7.64 - - [26/Sep/2018:14:35:38 -0500] "GET / HTTP/1.1" 301 194 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1"
144.178.7.64 - - [26/Sep/2018:14:35:38 -0500] "GET / HTTP/1.1" 200 10730 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1"
144.178.7.64 - - [26/Sep/2018:14:35:38 -0500] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 152 "-" "MobileSafari/604.1 CFNetwork/974.2.1 Darwin/18.0.0"
144.178.7.64 - - [26/Sep/2018:14:35:38 -0500] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 152 "-" "MobileSafari/604.1 CFNetwork/974.2.1 Darwin/18.0.0"
144.178.7.64 - - [26/Sep/2018:14:35:38 -0500] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 152 "-" "MobileSafari/604.1 CFNetwork/974.2.1 Darwin/18.0.0"
144.178.7.64 - - [26/Sep/2018:14:35:38 -0500] "GET /apple-touch-icon.png HTTP/1.1" 404 152 "-" "MobileSafari/604.1 CFNetwork/974.2.1 Darwin/18.0.0"
144.178.7.64 - - [26/Sep/2018:14:35:38 -0500] "GET /favicon.ico HTTP/1.1" 404 152 "-" "MobileSafari/604.1 CFNetwork/974.2.1 Darwin/18.0.0"
144.178.7.64 - - [26/Sep/2018:14:35:38 -0500] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 152 "-" "MobileSafari/604.1 CFNetwork/974.2.1 Darwin/18.0.0"
144.178.7.64 - - [26/Sep/2018:14:35:38 -0500] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 152 "-" "MobileSafari/604.1 CFNetwork/974.2.1 Darwin/18.0.0"
144.178.7.64 - - [26/Sep/2018:14:35:38 -0500] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 152 "-" "MobileSafari/604.1 CFNetwork/974.2.1 Darwin/18.0.0"
144.178.7.64 - - [26/Sep/2018:14:35:38 -0500] "GET /apple-touch-icon.png HTTP/1.1" 404 152 "-" "MobileSafari/604.1 CFNetwork/974.2.1 Darwin/18.0.0"
144.178.7.64 - - [26/Sep/2018:14:35:38 -0500] "GET /favicon.ico HTTP/1.1" 404 152 "-" "MobileSafari/604.1 CFNetwork/974.2.1 Darwin/18.0.0"
216.244.66.249 - - [26/Sep/2018:14:36:03 -0500] "GET /robots.txt HTTP/1.1" 301 194 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
216.244.66.249 - - [26/Sep/2018:14:36:06 -0500] "GET /robots.txt HTTP/1.1" 404 178 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
54.91.27.45 - - [26/Sep/2018:14:38:05 -0500] "GET /feed/ HTTP/1.1" 404 209 "https://www.google.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.60 Safari/537.17"
157.55.39.220 - - [26/Sep/2018:14:44:10 -0500] "GET /orchestration/2017/12/30/monitoring-and-metrics-are-important.html HTTP/1.1" 304 0 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
180.97.106.39 - - [26/Sep/2018:14:48:37 -0500] "\x04\x01\x00P\xB4\xA3qR\x00" 400 182 "-" "-"
180.76.15.10 - - [26/Sep/2018:14:49:51 -0500] "GET /2013/09/ HTTP/1.1" 301 194 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36"
180.76.15.13 - - [26/Sep/2018:14:49:52 -0500] "GET /2013/09/ HTTP/1.1" 404 209 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36"
34.230.33.3 - - [26/Sep/2018:15:00:33 -0500] "GET /category/drones/feed/ HTTP/1.1" 404 152 "https://www.google.com/" "Mozilla/6.0 (Windows NT 6.2; WOW64; rv:16.0.1) Gecko/20121011 Firefox/16.0.1"
216.244.66.249 - - [26/Sep/2018:15:09:27 -0500] "GET /cloud/vpn/2015/10/14/getting-shrewsoft-vpn-2-2-1-to-compile-on-ubuntu-15-04-for-use-at-illinois-tech.html HTTP/1.1" 200 8426 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
157.55.39.60 - - [26/Sep/2018:15:17:31 -0500] "GET /gpu/2014/06/20/making-a-gpu-cluster-part-1.html HTTP/1.1" 304 0 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
216.244.66.249 - - [26/Sep/2018:15:21:56 -0500] "GET /robots.txt HTTP/1.1" 301 194 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
216.244.66.249 - - [26/Sep/2018:15:21:58 -0500] "GET /robots.txt HTTP/1.1" 404 178 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
34.230.83.211 - - [26/Sep/2018:15:30:22 -0500] "GET /category/iot/feed/ HTTP/1.1" 404 209 "https://www.google.com/" "Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.43 Safari/537.31"
157.55.39.21 - - [26/Sep/2018:15:36:01 -0500] "GET /robots.txt HTTP/1.1" 301 194 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
157.55.39.21 - - [26/Sep/2018:15:36:01 -0500] "GET /robots.txt HTTP/1.1" 404 152 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
157.55.39.60 - - [26/Sep/2018:15:36:05 -0500] "GET / HTTP/1.1" 301 194 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
216.47.150.102 - - [26/Sep/2018:15:43:52 -0500] "GET / HTTP/1.0" 301 194 "-" "-"
216.47.150.102 - - [26/Sep/2018:15:44:46 -0500] "GET / HTTP/1.1" 301 194 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"
216.47.150.102 - - [26/Sep/2018:15:44:46 -0500] "GET / HTTP/1.1" 301 194 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"
216.47.150.102 - - [26/Sep/2018:15:44:46 -0500] "GET / HTTP/1.0" 301 194 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"
216.47.150.102 - - [26/Sep/2018:15:45:09 -0500] "GET / HTTP/1.1" 301 194 "-" "-"
216.47.150.102 - - [26/Sep/2018:15:45:09 -0500] "GET https://west109.rice.iit.edu/ HTTP/1.1" 301 194 "-" "-"
216.47.150.102 - - [26/Sep/2018:15:45:09 -0500] "GET / HTTP/1.1" 400 280 "-" "-"
216.47.150.102 - - [26/Sep/2018:15:45:10 -0500] "GGG" 400 0 "-" "-"
216.47.150.102 - - [26/Sep/2018:15:45:22 -0500] "_USERSA_" 400 0 "-" "-"
216.47.150.102 - - [26/Sep/2018:15:47:10 -0500] "GET / HTTP/1.0" 200 42550 "-" "-"
216.47.150.102 - - [26/Sep/2018:15:47:10 -0500] "GET / HTTP/1.0" 301 194 "-" "-"
216.47.150.102 - - [26/Sep/2018:15:47:53 -0500] "GET / HTTP/1.1" 200 42550 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"
216.47.150.102 - - [26/Sep/2018:15:47:53 -0500] "GET / HTTP/1.1" 200 42550 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"
216.47.150.102 - - [26/Sep/2018:15:47:53 -0500] "POST /sdk HTTP/1.1" 404 178 "-" "Nessus SOAP v0.0.1 (Nessus.org)"
216.47.150.102 - - [26/Sep/2018:15:47:53 -0500] "\x16\x03\x01\x02\x00\x01\x00\x01\xFC\x03\x01\xF7\x88\xC3\xA3\xBD[\x7F\x97v;\xB1\x09\xE3!w\x95\xC2}r\x05\xEF\xBA" 400 182 "-" "-"
216.47.150.102 - - [26/Sep/2018:15:47:59 -0500] "0\x0C\x02\x01\x01`\x07\x02\x01\x03\x04\x00\x80\x00" 400 182 "-" "-"
216.47.150.102 - - [26/Sep/2018:15:47:59 -0500] "0\x0C\x02\x01\x01`\x07\x02\x01\x03\x04\x00\x80\x00" 400 182 "-" "-"
216.47.150.102 - - [26/Sep/2018:15:48:08 -0500] "GET / HTTP/1.1" 200 42550 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"
216.47.150.102 - - [26/Sep/2018:15:48:08 -0500] "GET / HTTP/1.1" 200 42550 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"
216.47.150.102 - - [26/Sep/2018:15:48:08 -0500] "GET /profilemanager/ HTTP/1.1" 404 580 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"
216.47.150.102 - - [26/Sep/2018:15:48:08 -0500] "\x16\x03\x01\x02\x00\x01\x00\x01\xFC\x03\x01\x07\x8AzSn\x02\xD7\x91\x8EiQ3" 400 182 "-" "-"
216.47.150.102 - - [26/Sep/2018:15:48:19 -0500] "GET / HTTP/1.1" 200 42550 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"
216.47.150.102 - - [26/Sep/2018:15:48:19 -0500] "GET / HTTP/1.1" 200 42550 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"
216.47.150.102 - - [26/Sep/2018:15:48:20 -0500] "POST /sdk HTTP/1.1" 404 178 "-" "Nessus SOAP v0.0.1 (Nessus.org)"
216.47.150.102 - - [26/Sep/2018:15:48:20 -0500] "\x16\x03\x01\x02\x00\x01\x00\x01\xFC\x03\x03,\x82\xA0\x0B\x1F\xE4\x06\x95\xF6<Ed\xBF\x16\x8B\x8E\xCD\x94\xD2Y\xFB\x00\xD9\x95\x0F%\xE2\x10p/\xFBQ\x00\x00\xE4\xC00\xC0,\xC0(\xC0$\xC0\x14\xC0" 400 182 "-" "-"
216.47.150.102 - - [26/Sep/2018:15:48:50 -0500] "t3s 12.2.1" 400 182 "-" "-"
216.47.150.102 - - [26/Sep/2018:15:48:50 -0500] "t3 12.2.1" 400 182 "-" "-"
216.47.150.102 - - [26/Sep/2018:15:49:00 -0500] "GET / HTTP/1.1" 200 42550 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"
216.47.150.102 - - [26/Sep/2018:15:49:00 -0500] "0.\x02\x01\x00\x04\x06public\xA1!\x02\x04}\xA1\x12\xF3\x02\x01\x00\x02\x01\x000\x130\x11\x06" 400 182 "-" "-"
216.47.150.102 - - [26/Sep/2018:15:49:00 -0500] "GET / HTTP/1.1" 200 42550 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"
216.47.150.102 - - [26/Sep/2018:15:49:00 -0500] "0.\x02\x01\x00\x04\x06public\xA1!\x02\x04}\xA1\x12\xF3\x02\x01\x00\x02\x01\x000\x130\x11\x06" 400 182 "-" "-"
216.47.150.102 - - [26/Sep/2018:15:49:00 -0500] "GET /favicon2.iso HTTP/1.1" 404 580 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"
216.47.150.102 - - [26/Sep/2018:15:49:00 -0500] "GET /favicon.iso HTTP/1.1" 404 580 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"
216.47.150.102 - - [26/Sep/2018:15:49:00 -0500] "GET /favicon2.iso HTTP/1.1" 301 194 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"
216.47.150.102 - - [26/Sep/2018:15:49:00 -0500] "GET /favicon.iso HTTP/1.1" 301 194 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"
216.47.150.102 - - [26/Sep/2018:15:50:12 -0500] "GET / HTTP/1.1" 301 194 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"
216.47.150.102 - - [26/Sep/2018:15:50:12 -0500] "GET / HTTP/1.1" 200 42550 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"
216.47.150.102 - - [26/Sep/2018:15:50:13 -0500] "GET / HTTP/1.1" 301 194 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"
216.47.150.102 - - [26/Sep/2018:15:50:13 -0500] "GET / HTTP/1.1" 301 194 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"
216.47.150.102 - - [26/Sep/2018:15:50:13 -0500] "GET / HTTP/1.1" 301 194 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"
216.47.150.102 - - [26/Sep/2018:15:50:13 -0500] "GET / HTTP/1.1" 200 42550 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"
216.47.150.102 - - [26/Sep/2018:15:50:13 -0500] "GET / HTTP/1.1" 200 42550 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"
216.47.150.102 - - [26/Sep/2018:15:50:13 -0500] "GET / HTTP/1.1" 200 42550 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"
216.47.150.102 - - [26/Sep/2018:15:50:14 -0500] "GET / HTTP/1.1" 301 194 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"
216.47.150.102 - - [26/Sep/2018:15:50:14 -0500] "GET / HTTP/1.1" 200 42550 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"
216.47.150.102 - - [26/Sep/2018:15:50:16 -0500] "GET / HTTP/1.1" 200 42550 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"
